node_id,node_order,node_name,node_goal,node_stage,node_substage,skill_name_cn,skill_name_en,skill_role_in_node,source_l1,source_l2,source_l3,dependency_skills,current_node_input_docs,current_node_output_docs,next_node_ids,next_node_names,next_node_input_docs,priority,recommended_first_batch,boundary_positioning,phase_boundary,action_boundary,upstream_boundary,downstream_handoff,adjacent_skill_boundary,dependency_count
N220,220,Code Review与提交协同,输出审查意见、差异风险点评、PR描述和提交信息,编码与实现,Code Review,Diff风险点评审,diff-risk-review,校验/判断,编码与实现,Code Review,改动风险,代码规范检查; 开发任务拆分,代码规范检查单.csv; 开发任务拆分表.csv; git diff/改动列表,CodeReview评论.md; Diff风险点评.md; PR描述.md; 提交信息.txt,N240;N270;N300,回归与自动化编排;发布准备与策略;运行监控与日志定位,Diff风险点评.md; PR描述.md; 提交信息.txt,P1,否,在编码与实现-Code Review环节，围绕“分析改动影响范围与高风险点”提供以判断依据、风险提示、建议为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责汇总问题并给出审查意见或放行建议，不替代正式审批。,以上游技能输出为前置输入：代码规范检查; 开发任务拆分。,典型下游衔接：自动化测试触发建议；发布风险评估；Bug分析。,同一子域相邻技能：Code Review评论生成。,3
N220,220,Code Review与提交协同,输出审查意见、差异风险点评、PR描述和提交信息,编码与实现,Code Review,PR描述生成,pull-request-description-generation,产出,编码与实现,协同辅助,PR输出,开发任务拆分; Code Review评论生成,代码规范检查单.csv; 开发任务拆分表.csv; git diff/改动列表,CodeReview评论.md; Diff风险点评.md; PR描述.md; 提交信息.txt,N240;N270;N300,回归与自动化编排;发布准备与策略;运行监控与日志定位,Diff风险点评.md; PR描述.md; 提交信息.txt,P1,否,在编码与实现-协同辅助环节，围绕“自动生成 Pull Request 描述”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发任务拆分; Code Review评论生成。,典型下游衔接：发布说明生成。,同一子域相邻技能：提交信息生成。,1
N220,220,Code Review与提交协同,输出审查意见、差异风险点评、PR描述和提交信息,编码与实现,Code Review,提交信息生成,commit-message-generation,产出,编码与实现,协同辅助,提交信息,无,代码规范检查单.csv; 开发任务拆分表.csv; git diff/改动列表,CodeReview评论.md; Diff风险点评.md; PR描述.md; 提交信息.txt,N240;N270;N300,回归与自动化编排;发布准备与策略;运行监控与日志定位,Diff风险点评.md; PR描述.md; 提交信息.txt,P2,否,在编码与实现-协同辅助环节，围绕“自动生成规范化 commit message”提供以草稿、清单、结构化结果为主。,止于代码草稿、质量检查与协同文案，不负责测试结论、发布动作和线上处置。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,无强依赖；可直接基于原始输入材料启动。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：PR描述生成。,0
N230,230,测试设计,从验收标准和需求结构生成测试点、用例、边界和异常场景,测试与质量保障,测试设计,异常场景生成,exception-scenario-generation,产出,测试与质量保障,测试设计,异常生成,测试点生成,验收标准.md; 需求质量审查单.md; 需求结构树.md,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,N240;N260,回归与自动化编排;质量门禁与专项测试,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,P1,否,在测试与质量保障-测试设计环节，围绕“生成失败路径、容错和回退场景”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试点生成；测试用例生成；边界条件生成。,0
N230,230,测试设计,从验收标准和需求结构生成测试点、用例、边界和异常场景,测试与质量保障,测试设计,测试点生成,test-point-generation,产出,测试与质量保障,测试设计,测试点,验收标准生成; 需求质量审查,验收标准.md; 需求质量审查单.md; 需求结构树.md,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,N240;N260,回归与自动化编排;质量门禁与专项测试,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,P0,是,在测试与质量保障-测试设计环节，围绕“根据需求输出测试关注点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成; 需求质量审查。,典型下游衔接：测试用例生成；边界条件生成；异常场景生成。,同一子域相邻技能：测试用例生成；边界条件生成；异常场景生成。,3
N230,230,测试设计,从验收标准和需求结构生成测试点、用例、边界和异常场景,测试与质量保障,测试设计,测试用例生成,test-case-generation,产出,测试与质量保障,测试设计,用例生成,测试点生成; 验收标准生成,验收标准.md; 需求质量审查单.md; 需求结构树.md,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,N240;N260,回归与自动化编排;质量门禁与专项测试,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,P0,是,在测试与质量保障-测试设计环节，围绕“自动生成正常流、异常流、边界流测试用例”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成; 验收标准生成。,典型下游衔接：回归测试清单生成；接口测试脚本生成；质量门禁检查。,同一子域相邻技能：测试点生成；边界条件生成；异常场景生成。,3
N230,230,测试设计,从验收标准和需求结构生成测试点、用例、边界和异常场景,测试与质量保障,测试设计,边界条件生成,boundary-condition-generation,产出,测试与质量保障,测试设计,边界生成,测试点生成,验收标准.md; 需求质量审查单.md; 需求结构树.md,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,N240;N260,回归与自动化编排;质量门禁与专项测试,测试点清单.csv; 测试用例集.xlsx; 边界条件清单.csv; 异常场景清单.csv,P1,否,在测试与质量保障-测试设计环节，围绕“生成金额、次数、时间等边界测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试点生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试点生成；测试用例生成；异常场景生成。,0
N240,240,回归与自动化编排,生成回归/冒烟清单、接口脚本和自动化触发编排建议,测试与质量保障,回归与自动化,冒烟测试清单生成,smoke-test-checklist-generation,产出,测试与质量保障,回归验证,冒烟清单,验收标准生成,测试用例集.xlsx; 开发任务拆分表.csv; 接口设计草案.yaml; Diff风险点评.md,回归测试清单.csv; 冒烟测试清单.csv; 接口测试脚本.zip; 自动化触发建议.md; 自动化测试编排.yaml,N250;N260;N270,测试结果与缺陷管理;质量门禁与专项测试;发布准备与策略,回归测试清单.csv; 冒烟测试清单.csv; 自动化测试编排.yaml,P1,否,在测试与质量保障-回归验证环节，围绕“生成上线前最低必要验证项”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：回归测试清单生成。,0
N240,240,回归与自动化编排,生成回归/冒烟清单、接口脚本和自动化触发编排建议,测试与质量保障,回归与自动化,回归测试清单生成,regression-test-checklist-generation,产出,测试与质量保障,回归验证,回归清单,测试用例生成; 开发任务拆分,测试用例集.xlsx; 开发任务拆分表.csv; 接口设计草案.yaml; Diff风险点评.md,回归测试清单.csv; 冒烟测试清单.csv; 接口测试脚本.zip; 自动化触发建议.md; 自动化测试编排.yaml,N250;N260;N270,测试结果与缺陷管理;质量门禁与专项测试;发布准备与策略,回归测试清单.csv; 冒烟测试清单.csv; 自动化测试编排.yaml,P1,否,在测试与质量保障-回归验证环节，围绕“生成版本回归范围与重点模块”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试用例生成; 开发任务拆分。,典型下游衔接：自动化测试触发建议；质量门禁检查。,同一子域相邻技能：冒烟测试清单生成。,2
N240,240,回归与自动化编排,生成回归/冒烟清单、接口脚本和自动化触发编排建议,测试与质量保障,回归与自动化,接口测试脚本生成,api-test-script-generation,产出,测试与质量保障,自动化测试,脚本辅助,测试用例生成; 接口设计建议,测试用例集.xlsx; 开发任务拆分表.csv; 接口设计草案.yaml; Diff风险点评.md,回归测试清单.csv; 冒烟测试清单.csv; 接口测试脚本.zip; 自动化触发建议.md; 自动化测试编排.yaml,N250;N260;N270,测试结果与缺陷管理;质量门禁与专项测试;发布准备与策略,回归测试清单.csv; 冒烟测试清单.csv; 自动化测试编排.yaml,P2,否,在测试与质量保障-自动化测试环节，围绕“生成 API 测试脚本或测试请求样例”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试用例生成; 接口设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：自动化测试触发建议；自动化测试编排。,0
N240,240,回归与自动化编排,生成回归/冒烟清单、接口脚本和自动化触发编排建议,测试与质量保障,回归与自动化,自动化测试编排,test-automation-orchestration,产出,测试与质量保障,自动化测试,流程编排,自动化测试触发建议,测试用例集.xlsx; 开发任务拆分表.csv; 接口设计草案.yaml; Diff风险点评.md,回归测试清单.csv; 冒烟测试清单.csv; 接口测试脚本.zip; 自动化触发建议.md; 自动化测试编排.yaml,N250;N260;N270,测试结果与缺陷管理;质量门禁与专项测试;发布准备与策略,回归测试清单.csv; 冒烟测试清单.csv; 自动化测试编排.yaml,P2,否,在测试与质量保障-自动化测试环节，围绕“串联测试执行顺序和依赖”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责流程控制、节点治理或资源管理，不替代被编排技能本身的专业输出。,以上游技能输出为前置输入：自动化测试触发建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：接口测试脚本生成；自动化测试触发建议。,0
N240,240,回归与自动化编排,生成回归/冒烟清单、接口脚本和自动化触发编排建议,测试与质量保障,回归与自动化,自动化测试触发建议,test-automation-trigger-recommendation,分析/提炼,测试与质量保障,自动化测试,触发判断,回归测试清单生成; Diff风险点评审,测试用例集.xlsx; 开发任务拆分表.csv; 接口设计草案.yaml; Diff风险点评.md,回归测试清单.csv; 冒烟测试清单.csv; 接口测试脚本.zip; 自动化触发建议.md; 自动化测试编排.yaml,N250;N260;N270,测试结果与缺陷管理;质量门禁与专项测试;发布准备与策略,回归测试清单.csv; 冒烟测试清单.csv; 自动化测试编排.yaml,P1,否,在测试与质量保障-自动化测试环节，围绕“根据改动类型建议跑哪些测试”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：回归测试清单生成; Diff风险点评审。,典型下游衔接：自动化测试编排；测试失败归因。,同一子域相邻技能：接口测试脚本生成；自动化测试编排。,2
N250,250,测试结果与缺陷管理,对失败结果做归因并产出缺陷分类、严重级和复现信息,测试与质量保障,结果与缺陷,测试失败归因,test-failure-attribution,校验/判断,测试与质量保障,结果分析,失败归因,自动化测试触发建议; 日志分析; Bug分析,测试执行结果; 自动化触发建议.md; 日志摘录.md; Bug现象记录.md,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,N260;N300;N360,质量门禁与专项测试;运行监控与日志定位;跨团队对齐与版本节奏,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,P1,否,在测试与质量保障-结果分析环节，围绕“根据失败日志和上下文判断问题归属”提供以解释、识别、归因为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：自动化测试触发建议; 日志分析; Bug分析。,典型下游衔接：缺陷分类；缺陷复现步骤整理；测试-研发对齐摘要。,主要与这些技能形成边界：自动化测试触发建议；日志分析；Bug分析；缺陷分类。,3
N250,250,测试结果与缺陷管理,对失败结果做归因并产出缺陷分类、严重级和复现信息,测试与质量保障,结果与缺陷,缺陷严重级别评估,defect-severity-assessment,校验/判断,测试与质量保障,缺陷管理,严重度判断,缺陷分类,测试执行结果; 自动化触发建议.md; 日志摘录.md; Bug现象记录.md,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,N260;N300;N360,质量门禁与专项测试;运行监控与日志定位;跨团队对齐与版本节奏,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,P2,否,在测试与质量保障-缺陷管理环节，围绕“判断缺陷优先级和业务影响”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：缺陷分类。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：缺陷分类；缺陷复现步骤整理。,0
N250,250,测试结果与缺陷管理,对失败结果做归因并产出缺陷分类、严重级和复现信息,测试与质量保障,结果与缺陷,缺陷分类,defect-classification,执行,测试与质量保障,缺陷管理,缺陷分类,测试失败归因,测试执行结果; 自动化触发建议.md; 日志摘录.md; Bug现象记录.md,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,N260;N300;N360,质量门禁与专项测试;运行监控与日志定位;跨团队对齐与版本节奏,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,P2,否,在测试与质量保障-缺陷管理环节，围绕“按功能、性能、权限和稳定性分类缺陷”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：测试失败归因。,典型下游衔接：缺陷严重级别评估。,同一子域相邻技能：缺陷严重级别评估；缺陷复现步骤整理。,1
N250,250,测试结果与缺陷管理,对失败结果做归因并产出缺陷分类、严重级和复现信息,测试与质量保障,结果与缺陷,缺陷复现步骤整理,defect-reproduction-steps-generation,产出,测试与质量保障,缺陷管理,复现整理,测试失败归因,测试执行结果; 自动化触发建议.md; 日志摘录.md; Bug现象记录.md,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,N260;N300;N360,质量门禁与专项测试;运行监控与日志定位;跨团队对齐与版本节奏,测试失败归因.md; 缺陷分类表.csv; 缺陷严重级评估.csv; 缺陷复现步骤.md,P1,否,在测试与质量保障-缺陷管理环节，围绕“生成标准化复现步骤”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：测试失败归因。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：缺陷分类；缺陷严重级别评估。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,上线前检查清单,pre-launch-checklist-generation,校验/判断,测试与质量保障,质量门禁,上线前检查,质量门禁检查,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-质量门禁环节，围绕“输出上线前必查项”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：质量门禁检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：质量门禁检查。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,幂等测试点生成,idempotency-test-point-generation,产出,测试与质量保障,专项测试,幂等测试,需求漏洞扫描; 幂等设计建议,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-专项测试环节，围绕“生成重复请求幂等验证点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：需求漏洞扫描; 幂等设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；并发测试点生成；性能测试场景生成。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,并发测试点生成,concurrency-test-point-generation,产出,测试与质量保障,专项测试,并发测试,需求漏洞扫描; 验收标准生成,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-专项测试环节，围绕“生成并发提交、重复点击和抢占场景测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：需求漏洞扫描; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；幂等测试点生成；性能测试场景生成。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,性能测试场景生成,performance-test-scenario-generation,产出,测试与质量保障,专项测试,性能测试,性能风险分析; 技术方案分析,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-专项测试环节，围绕“生成压测和容量验证场景”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：性能风险分析; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；并发测试点生成；幂等测试点生成。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,数据一致性检查项生成,data-consistency-check-item-generation,校验/判断,测试与质量保障,专项测试,数据一致性,验收标准生成; 数据流梳理,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-专项测试环节，围绕“生成数据同步、事务和一致性检查点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成; 数据流梳理。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：权限测试点生成；并发测试点生成；幂等测试点生成；性能测试场景生成。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,权限测试点生成,permission-test-point-generation,产出,测试与质量保障,专项测试,权限测试,权限矩阵提取; 验收标准生成,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-专项测试环节，围绕“生成越权、角色限制和资源隔离测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：权限矩阵提取; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；并发测试点生成；幂等测试点生成；性能测试场景生成。,0
N260,260,质量门禁与专项测试,汇总质量门禁结果并补齐数据一致性、权限、并发、幂等、性能等专项检查,测试与质量保障,质量门禁,质量门禁检查,quality-gate-check,校验/判断,测试与质量保障,质量门禁,门禁检查,测试用例生成; 回归测试清单生成; 代码规范检查,测试用例集.xlsx; 回归测试清单.csv; 代码规范检查单.csv; 权限矩阵.csv; 数据流图.md; 幂等设计建议.md; 性能风险分析.md,质量门禁检查单.md; 上线前检查清单.csv; 数据一致性检查项.csv; 权限测试点.csv; 并发测试点.csv; 幂等测试点.csv; 性能测试场景.csv,N270;N280;N370;N390,发布准备与策略;配置环境与发布执行;平台路由与多技能编排;平台治理与模板质量,质量门禁检查单.md; 上线前检查清单.csv,P1,否,在测试与质量保障-质量门禁环节，围绕“基于规则判断是否可提测或上线”提供以判断依据、风险提示、建议为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：测试用例生成; 回归测试清单生成; 代码规范检查。,典型下游衔接：上线前检查清单；发版检查清单；发布风险评估；门禁放行判断；质量评分引擎。,同一子域相邻技能：上线前检查清单。,5
N270,270,发布准备与策略,产出发布说明、发版检查、变更摘要、回滚预案和灰度建议,发布与交付,发布准备,发布说明生成,release-note-generation,产出,发布与交付,发布准备,发布说明,开发任务拆分; PR描述生成,开发任务拆分表.csv; PR描述.md; 质量门禁检查单.md; Diff风险点评.md,发布说明.md; 发版检查清单.csv; 变更摘要.md; 回滚预案.md; 灰度发布建议.md; 发布风险评估.md,N280;N290;N360,配置环境与发布执行;发布验证与上线验收;跨团队对齐与版本节奏,发布说明.md; 发版检查清单.csv; 发布风险评估.md,P0,是,在发布与交付-发布准备环节，围绕“生成版本变更说明与影响摘要”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发任务拆分; PR描述生成。,典型下游衔接：发版检查清单；变更摘要生成；回滚预案生成；灰度发布建议；配置变更检查；发布任务编排 等。,同一子域相邻技能：发版检查清单；变更摘要生成；回滚预案生成。,7
N270,270,发布准备与策略,产出发布说明、发版检查、变更摘要、回滚预案和灰度建议,发布与交付,发布准备,发布风险评估,release-risk-assessment,校验/判断,发布与交付,发布策略,风险判断,Diff风险点评审; 质量门禁检查,开发任务拆分表.csv; PR描述.md; 质量门禁检查单.md; Diff风险点评.md,发布说明.md; 发版检查清单.csv; 变更摘要.md; 回滚预案.md; 灰度发布建议.md; 发布风险评估.md,N280;N290;N360,配置环境与发布执行;发布验证与上线验收;跨团队对齐与版本节奏,发布说明.md; 发版检查清单.csv; 发布风险评估.md,P1,否,在发布与交付-发布策略环节，围绕“识别高风险改动和上线风险”提供以判断依据、风险提示、建议为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：Diff风险点评审; 质量门禁检查。,典型下游衔接：灰度发布建议；版本范围裁剪建议。,同一子域相邻技能：灰度发布建议。,2
N270,270,发布准备与策略,产出发布说明、发版检查、变更摘要、回滚预案和灰度建议,发布与交付,发布准备,发版检查清单,release-checklist-generation,校验/判断,发布与交付,发布准备,发版门禁,质量门禁检查; 发布说明生成,开发任务拆分表.csv; PR描述.md; 质量门禁检查单.md; Diff风险点评.md,发布说明.md; 发版检查清单.csv; 变更摘要.md; 回滚预案.md; 灰度发布建议.md; 发布风险评估.md,N280;N290;N360,配置环境与发布执行;发布验证与上线验收;跨团队对齐与版本节奏,发布说明.md; 发版检查清单.csv; 发布风险评估.md,P1,否,在发布与交付-发布准备环节，围绕“输出发版前检查项”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：质量门禁检查; 发布说明生成。,典型下游衔接：发布任务编排；门禁放行判断。,同一子域相邻技能：发布说明生成；变更摘要生成；回滚预案生成。,2
N270,270,发布准备与策略,产出发布说明、发版检查、变更摘要、回滚预案和灰度建议,发布与交付,发布准备,变更摘要生成,change-summary-generation,产出,发布与交付,发布准备,变更摘要,发布说明生成,开发任务拆分表.csv; PR描述.md; 质量门禁检查单.md; Diff风险点评.md,发布说明.md; 发版检查清单.csv; 变更摘要.md; 回滚预案.md; 灰度发布建议.md; 发布风险评估.md,N280;N290;N360,配置环境与发布执行;发布验证与上线验收;跨团队对齐与版本节奏,发布说明.md; 发版检查清单.csv; 发布风险评估.md,P1,否,在发布与交付-发布准备环节，围绕“汇总本次版本核心改动”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：发布说明生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：发布说明生成；发版检查清单；回滚预案生成。,0
