一级分类,二级分类,三级功能,Skill名称,技能名称 英文,功能描述,功能偏向,优先级,是否建议首批建设,依赖Skill,边界定位,阶段边界,动作边界,上游边界,下游衔接,相邻技能边界,被依赖次数
测试与质量保障,专项测试,权限测试,权限测试点生成,permission-test-point-generation,生成越权、角色限制和资源隔离测试点,直接出结果,P1,否,权限矩阵提取; 验收标准生成,在测试与质量保障-专项测试环节，围绕“生成越权、角色限制和资源隔离测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：权限矩阵提取; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；并发测试点生成；幂等测试点生成；性能测试场景生成。,0
测试与质量保障,专项测试,并发测试,并发测试点生成,concurrency-test-point-generation,生成并发提交、重复点击和抢占场景测试点,直接出结果,P1,否,需求漏洞扫描; 验收标准生成,在测试与质量保障-专项测试环节，围绕“生成并发提交、重复点击和抢占场景测试点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：需求漏洞扫描; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；幂等测试点生成；性能测试场景生成。,0
测试与质量保障,专项测试,幂等测试,幂等测试点生成,idempotency-test-point-generation,生成重复请求幂等验证点,直接出结果,P1,否,需求漏洞扫描; 幂等设计建议,在测试与质量保障-专项测试环节，围绕“生成重复请求幂等验证点”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：需求漏洞扫描; 幂等设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；并发测试点生成；性能测试场景生成。,0
测试与质量保障,专项测试,性能测试,性能测试场景生成,performance-test-scenario-generation,生成压测和容量验证场景,直接出结果,P1,否,性能风险分析; 技术方案分析,在测试与质量保障-专项测试环节，围绕“生成压测和容量验证场景”提供以草稿、清单、结构化结果为主。,止于测试设计、门禁判断与缺陷处理，不直接修复代码或执行发布。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：性能风险分析; 技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：数据一致性检查项生成；权限测试点生成；并发测试点生成；幂等测试点生成。,0
发布与交付,发布准备,发布说明,发布说明生成,release-note-generation,生成版本变更说明与影响摘要,直接出结果,P0,是,开发任务拆分; PR描述生成,在发布与交付-发布准备环节，围绕“生成版本变更说明与影响摘要”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发任务拆分; PR描述生成。,典型下游衔接：发版检查清单；变更摘要生成；回滚预案生成；灰度发布建议；配置变更检查；发布任务编排 等。,同一子域相邻技能：发版检查清单；变更摘要生成；回滚预案生成。,7
发布与交付,发布准备,发版门禁,发版检查清单,release-checklist-generation,输出发版前检查项,直接出结果,P1,否,质量门禁检查; 发布说明生成,在发布与交付-发布准备环节，围绕“输出发版前检查项”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：质量门禁检查; 发布说明生成。,典型下游衔接：发布任务编排；门禁放行判断。,同一子域相邻技能：发布说明生成；变更摘要生成；回滚预案生成。,2
发布与交付,发布准备,变更摘要,变更摘要生成,change-summary-generation,汇总本次版本核心改动,直接出结果,P1,否,发布说明生成,在发布与交付-发布准备环节，围绕“汇总本次版本核心改动”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：发布说明生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：发布说明生成；发版检查清单；回滚预案生成。,0
发布与交付,发布准备,回滚准备,回滚预案生成,rollback-plan-generation,生成版本失败后的回滚方案,直接出结果,P1,否,发布说明生成; 影响范围分析,在发布与交付-发布准备环节，围绕“生成版本失败后的回滚方案”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：发布说明生成; 影响范围分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：发布说明生成；发版检查清单；变更摘要生成。,0
发布与交付,发布策略,灰度建议,灰度发布建议,canary-release-recommendation,建议灰度范围、顺序和观察项,辅助决策,P1,否,发布风险评估; 发布说明生成,在发布与交付-发布策略环节，围绕“建议灰度范围、顺序和观察项”提供以判断依据、风险提示、建议为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：发布风险评估; 发布说明生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：发布风险评估。,0
发布与交付,发布策略,风险判断,发布风险评估,release-risk-assessment,识别高风险改动和上线风险,辅助决策,P1,否,Diff风险点评审; 质量门禁检查,在发布与交付-发布策略环节，围绕“识别高风险改动和上线风险”提供以判断依据、风险提示、建议为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：Diff风险点评审; 质量门禁检查。,典型下游衔接：灰度发布建议；版本范围裁剪建议。,同一子域相邻技能：灰度发布建议。,2
发布与交付,变更检查,配置检查,配置变更检查,configuration-change-check,检查环境配置和参数变更,帮助理解,P1,否,发布说明生成,在发布与交付-变更检查环节，围绕“检查环境配置和参数变更”提供以解释、识别、归因为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：发布说明生成。,典型下游衔接：环境差异检查。,同一子域相邻技能：环境差异检查。,1
发布与交付,变更检查,环境差异,环境差异检查,environment-difference-check,对比测试、预发和线上配置差异,辅助查看,P1,否,配置变更检查,在发布与交付-变更检查环节，围绕“对比测试、预发和线上配置差异”提供以汇总、归类、展示为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责按规范或规则核查并指出问题，不自动修复或代替负责人签字。,以上游技能输出为前置输入：配置变更检查。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：配置变更检查。,0
发布与交付,发布执行,发布任务,发布任务编排,release-task-orchestration,串联上线动作顺序和责任人,直接出结果,P2,否,发版检查清单; 发布说明生成,在发布与交付-发布执行环节，围绕“串联上线动作顺序和责任人”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责流程控制、节点治理或资源管理，不替代被编排技能本身的专业输出。,以上游技能输出为前置输入：发版检查清单; 发布说明生成。,典型下游衔接：部署文档生成。,主要与这些技能形成边界：发版检查清单；发布说明生成；部署文档生成。,1
发布与交付,发布验证,发布验证,发布后验证清单,post-release-validation-checklist,生成上线后检查与验收动作,直接出结果,P1,否,验收标准生成; 发布说明生成,在发布与交付-发布验证环节，围绕“生成上线后检查与验收动作”提供以草稿、清单、结构化结果为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：验收标准生成; 发布说明生成。,典型下游衔接：上线验收辅助；监控指标解读；日志分析。,同一子域相邻技能：上线验收辅助。,3
发布与交付,发布验证,上线验收,上线验收辅助,go-live-acceptance-assistant,汇总上线效果与问题确认项,帮助理解,P1,否,发布后验证清单,在发布与交付-发布验证环节，围绕“汇总上线效果与问题确认项”提供以解释、识别、归因为主。,止于上线准备、检查、执行编排与验证，不深入线上故障根因定位与长期修复。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：发布后验证清单。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：发布后验证清单。,0
运行与故障处理,运行监控,指标解读,监控指标解读,monitoring-metric-interpretation,解读 CPU、RT、错误率、成功率等异常,帮助理解,P1,否,发布后验证清单,在运行与故障处理-运行监控环节，围绕“解读 CPU、RT、错误率、成功率等异常”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：发布后验证清单。,典型下游衔接：Trace调用链分析；影响范围分析；告警归因；维护手册生成。,主要与这些技能形成边界：发布后验证清单；Trace调用链分析；影响范围分析；告警归因。,4
运行与故障处理,日志分析,异常摘要,日志分析,log-analysis,从日志中识别模式、问题点和影响链路,帮助理解,P0,是,发布后验证清单,在运行与故障处理-日志分析环节，围绕“从日志中识别模式、问题点和影响链路”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：发布后验证清单。,典型下游衔接：测试失败归因；Trace调用链分析；Bug分析；异常聚类；高频报错摘要；根因定位建议 等。,主要与这些技能形成边界：发布后验证清单；测试失败归因；Trace调用链分析；Bug分析。,8
运行与故障处理,调用链分析,Trace分析,Trace调用链分析,trace-call-chain-analysis,分析跨服务调用路径与瓶颈,帮助理解,P1,否,监控指标解读; 日志分析,在运行与故障处理-调用链分析环节，围绕“分析跨服务调用路径与瓶颈”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：监控指标解读; 日志分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：监控指标解读；日志分析。,0
运行与故障处理,问题定位,Bug分析,Bug分析,bug-analysis,结合现象、日志和代码变更判断根因,辅助决策,P0,是,日志分析; Diff风险点评审,在运行与故障处理-问题定位环节，围绕“结合现象、日志和代码变更判断根因”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：日志分析; Diff风险点评审。,典型下游衔接：测试失败归因；根因定位建议；影响范围分析；值班处置建议；Skill路由选择。,同一子域相邻技能：异常聚类；高频报错摘要；根因定位建议。,5
运行与故障处理,问题定位,聚类归因,异常聚类,anomaly-clustering,将同类错误自动聚合,辅助查看,P1,否,日志分析,在运行与故障处理-问题定位环节，围绕“将同类错误自动聚合”提供以汇总、归类、展示为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责识别重复项和相似主题，不决定保留哪条需求进入版本。,以上游技能输出为前置输入：日志分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：Bug分析；高频报错摘要；根因定位建议。,0
运行与故障处理,问题定位,高频问题,高频报错摘要,frequent-error-summary,汇总高频报错与趋势,辅助查看,P1,否,日志分析,在运行与故障处理-问题定位环节，围绕“汇总高频报错与趋势”提供以汇总、归类、展示为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：日志分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：Bug分析；异常聚类；根因定位建议。,0
运行与故障处理,问题定位,根因建议,根因定位建议,root-cause-analysis-recommendation,给出最可能的问题根因和证据链,辅助决策,P1,否,Bug分析; 日志分析,在运行与故障处理-问题定位环节，围绕“给出最可能的问题根因和证据链”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：Bug分析; 日志分析。,典型下游衔接：修复方案建议；线上问题复盘。,同一子域相邻技能：Bug分析；异常聚类；高频报错摘要。,2
运行与故障处理,影响评估,影响分析,影响范围分析,impact-scope-analysis,判断影响用户、功能、服务和数据范围,辅助决策,P1,否,Bug分析; 监控指标解读,在运行与故障处理-影响评估环节，围绕“判断影响用户、功能、服务和数据范围”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：Bug分析; 监控指标解读。,典型下游衔接：回滚预案生成；热修复风险评估；线上问题复盘。,主要与这些技能形成边界：Bug分析；监控指标解读；回滚预案生成；热修复风险评估。,3
运行与故障处理,处置响应,告警归因,告警归因,alert-attribution,判断告警来源和是否误报,帮助理解,P1,否,监控指标解读; 日志分析,在运行与故障处理-处置响应环节，围绕“判断告警来源和是否误报”提供以解释、识别、归因为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：监控指标解读; 日志分析。,典型下游衔接：值班处置建议；故障时间线整理。,同一子域相邻技能：值班处置建议；修复方案建议；热修复风险评估。,2
运行与故障处理,处置响应,值班处置,值班处置建议,on-call-response-recommendation,给出值班排查与处置顺序,辅助决策,P1,否,告警归因; Bug分析,在运行与故障处理-处置响应环节，围绕“给出值班排查与处置顺序”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责提出建议、解释现象或定位问题，不直接修改系统、代码或流程。,以上游技能输出为前置输入：告警归因; Bug分析。,典型下游衔接：维护手册生成。,同一子域相邻技能：告警归因；修复方案建议；热修复风险评估。,1
运行与故障处理,处置响应,修复建议,修复方案建议,remediation-plan-recommendation,输出临时止血和正式修复建议,辅助决策,P1,否,根因定位建议,在运行与故障处理-处置响应环节，围绕“输出临时止血和正式修复建议”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：根因定位建议。,典型下游衔接：热修复风险评估。,同一子域相邻技能：告警归因；值班处置建议；热修复风险评估。,1
运行与故障处理,处置响应,热修风险,热修复风险评估,hotfix-risk-assessment,评估热修影响和回归风险,辅助决策,P1,否,修复方案建议; 影响范围分析,在运行与故障处理-处置响应环节，围绕“评估热修影响和回归风险”提供以判断依据、风险提示、建议为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：修复方案建议; 影响范围分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：告警归因；值班处置建议；修复方案建议。,0
运行与故障处理,复盘沉淀,时间线,故障时间线整理,incident-timeline-compilation,整理告警、发现、处置和恢复时间线,直接出结果,P1,否,日志分析; 告警归因,在运行与故障处理-复盘沉淀环节，围绕“整理告警、发现、处置和恢复时间线”提供以草稿、清单、结构化结果为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责组织关系、流转和链路，不直接输出最终设计裁决或执行动作。,以上游技能输出为前置输入：日志分析; 告警归因。,典型下游衔接：线上问题复盘。,同一子域相邻技能：线上问题复盘。,1
运行与故障处理,复盘沉淀,事故复盘,线上问题复盘,production-incident-postmortem,输出故障复盘文档,直接出结果,P1,否,根因定位建议; 影响范围分析; 故障时间线整理,在运行与故障处理-复盘沉淀环节，围绕“输出故障复盘文档”提供以草稿、清单、结构化结果为主。,止于监控解读、故障定位、处置建议和复盘，不替代长期架构改造或正式版本规划。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：根因定位建议; 影响范围分析; 故障时间线整理。,典型下游衔接：最佳实践总结；质量评分引擎。,同一子域相邻技能：故障时间线整理。,2
文档与知识沉淀,技术文档,开发文档,开发文档生成,development-documentation-generation,生成模块、流程和维护文档,直接出结果,P1,否,技术方案分析; 开发任务拆分,在文档与知识沉淀-技术文档环节，围绕“生成模块、流程和维护文档”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析; 开发任务拆分。,典型下游衔接：FAQ生成；最佳实践总结。,同一子域相邻技能：接口文档生成；模块设计说明生成；数据字典生成。,2
文档与知识沉淀,技术文档,接口文档,接口文档生成,api-documentation-generation,生成接口说明文档,直接出结果,P1,否,接口设计建议; DTO/VO生成,在文档与知识沉淀-技术文档环节，围绕“生成接口说明文档”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：接口设计建议; DTO/VO生成。,典型下游衔接：FAQ生成。,同一子域相邻技能：开发文档生成；模块设计说明生成；数据字典生成。,1
文档与知识沉淀,技术文档,模块说明,模块设计说明生成,module-design-document-generation,生成模块职责、边界和依赖说明,直接出结果,P1,否,技术方案分析,在文档与知识沉淀-技术文档环节，围绕“生成模块职责、边界和依赖说明”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：技术方案分析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发文档生成；接口文档生成；数据字典生成。,0
文档与知识沉淀,技术文档,数据字典,数据字典生成,data-dictionary-generation,输出字段说明、口径和关系,直接出结果,P1,否,表结构设计建议,在文档与知识沉淀-技术文档环节，围绕“输出字段说明、口径和关系”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：表结构设计建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：开发文档生成；接口文档生成；模块设计说明生成。,0
文档与知识沉淀,运维文档,部署文档,部署文档生成,deployment-documentation-generation,生成部署步骤和依赖说明,直接出结果,P1,否,发布任务编排,在文档与知识沉淀-运维文档环节，围绕“生成部署步骤和依赖说明”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：发布任务编排。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：维护手册生成。,0
文档与知识沉淀,运维文档,维护手册,维护手册生成,maintenance-manual-generation,生成日常维护与排障手册,直接出结果,P1,否,监控指标解读; 值班处置建议,在文档与知识沉淀-运维文档环节，围绕“生成日常维护与排障手册”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：监控指标解读; 值班处置建议。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：部署文档生成。,0
文档与知识沉淀,团队协同,会议纪要,会议纪要转行动项,meeting-minutes-to-action-items,提炼 owner、deadline 和风险项,直接出结果,P1,否,无,在文档与知识沉淀-团队协同环节，围绕“提炼 owner、deadline 和风险项”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,无强依赖；可直接基于原始输入材料启动。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：周报生成。,0
文档与知识沉淀,团队协同,周报日报,周报生成,weekly-report-generation,汇总本周进展、风险和计划,直接出结果,P2,否,任务发起; 阻塞项提取,在文档与知识沉淀-团队协同环节，围绕“汇总本周进展、风险和计划”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：任务发起; 阻塞项提取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：会议纪要转行动项。,0
文档与知识沉淀,经验沉淀,FAQ,FAQ生成,faq-generation,从重复问题中沉淀常见问答,直接出结果,P2,否,开发文档生成; 接口文档生成,在文档与知识沉淀-经验沉淀环节，围绕“从重复问题中沉淀常见问答”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责生成初稿、清单、说明或文档，不保证可直接上线/发布，仍需人工校对。,以上游技能输出为前置输入：开发文档生成; 接口文档生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：最佳实践总结。,0
文档与知识沉淀,经验沉淀,最佳实践,最佳实践总结,best-practice-summary,提炼可复用的团队经验,直接出结果,P2,否,线上问题复盘; 开发文档生成,在文档与知识沉淀-经验沉淀环节，围绕“提炼可复用的团队经验”提供以草稿、清单、结构化结果为主。,止于文档化、总结与知识沉淀，不替代源头方案设计、代码实现和发布决策。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：线上问题复盘; 开发文档生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：FAQ生成。,0
协同与管理,任务管理,任务发起,任务发起,task-initiation,将需求或问题转成执行任务,直接出结果,P1,否,需求交接包生成,在协同与管理-任务管理环节，围绕“将需求或问题转成执行任务”提供以草稿、清单、结构化结果为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责产出可复用草稿或结构化结果，不直接执行落地。,以上游技能输出为前置输入：需求交接包生成。,典型下游衔接：周报生成；任务状态同步；阻塞项提取；多skill编排。,同一子域相邻技能：任务状态同步。,4
协同与管理,任务管理,状态同步,任务状态同步,task-status-sync,汇总任务当前状态与阻塞项,辅助查看,P1,否,任务发起,在协同与管理-任务管理环节，围绕“汇总任务当前状态与阻塞项”提供以汇总、归类、展示为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：任务发起。,典型下游衔接：项目节奏跟踪。,同一子域相邻技能：任务发起。,1
协同与管理,风险管理,阻塞识别,阻塞项提取,blocker-extraction,自动识别依赖、等待和阻塞问题,帮助理解,P1,否,开发任务拆分; 任务发起,在协同与管理-风险管理环节，围绕“自动识别依赖、等待和阻塞问题”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：开发任务拆分; 任务发起。,典型下游衔接：周报生成；风险项提取。,同一子域相邻技能：风险项提取。,2
协同与管理,风险管理,风险识别,风险项提取,risk-item-extraction,输出项目风险和处理建议,辅助决策,P1,否,阻塞项提取; 需求变更影响分析,在协同与管理-风险管理环节，围绕“输出项目风险和处理建议”提供以判断依据、风险提示、建议为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责从现有材料中抽出结构化信息，不补充输入中不存在的业务承诺。,以上游技能输出为前置输入：阻塞项提取; 需求变更影响分析。,典型下游衔接：项目节奏跟踪。,同一子域相邻技能：阻塞项提取。,1
协同与管理,跨团队协同,对齐摘要,产品-研发对齐摘要,product-engineering-alignment-summary,汇总双方口径差异和待对齐问题,帮助理解,P1,否,需求交接包生成; 开发需求解析,在协同与管理-跨团队协同环节，围绕“汇总双方口径差异和待对齐问题”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：需求交接包生成; 开发需求解析。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：测试-研发对齐摘要。,0
协同与管理,跨团队协同,测试协同,测试-研发对齐摘要,qa-engineering-alignment-summary,汇总缺陷、验收和回归分歧,帮助理解,P1,否,测试失败归因; 验收标准生成,在协同与管理-跨团队协同环节，围绕“汇总缺陷、验收和回归分歧”提供以解释、识别、归因为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责汇总、合并和归类输入，不做价值判断、优先级排序或正式方案定稿。,以上游技能输出为前置输入：测试失败归因; 验收标准生成。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,同一子域相邻技能：产品-研发对齐摘要。,0
协同与管理,版本管理,范围调整,版本范围裁剪建议,version-scope-trimming-recommendation,提出缩范围与保上线建议,辅助决策,P1,否,需求优先级评估; 发布风险评估,在协同与管理-版本管理环节，围绕“提出缩范围与保上线建议”提供以判断依据、风险提示、建议为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责给出评估依据、估计或排序建议，不替代负责人最终拍板。,以上游技能输出为前置输入：需求优先级评估; 发布风险评估。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：需求优先级评估；发布风险评估。,0
协同与管理,项目节奏,进度跟踪,项目节奏跟踪,project-rhythm-tracking,跟踪里程碑、延期风险和关键节点,辅助查看,P1,否,任务状态同步; 风险项提取,在协同与管理-项目节奏环节，围绕“跟踪里程碑、延期风险和关键节点”提供以汇总、归类、展示为主。,止于任务、风险、状态与对齐管理，不产出专业需求、技术、测试或发布细节。,负责提炼现状与差异，帮助理解，不替代最终决策或正式排期。,以上游技能输出为前置输入：任务状态同步; 风险项提取。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：任务状态同步；风险项提取。,0
平台底座与编排,能力路由,路由判断,Skill路由选择,skill-routing-selection,根据任务自动选择调用哪个 skill,辅助决策,P2,否,需求质量审查; 技术方案分析; 代码规范检查; Bug分析,在平台底座与编排-能力路由环节，围绕“根据任务自动选择调用哪个 skill”提供以判断依据、风险提示、建议为主。,止于路由、编排、门禁与治理能力，不承担业务域内容本身。,负责流程控制、节点治理或资源管理，不替代被编排技能本身的专业输出。,以上游技能输出为前置输入：需求质量审查; 技术方案分析; 代码规范检查; Bug分析。,典型下游衔接：多skill编排。,主要与这些技能形成边界：需求质量审查；技术方案分析；代码规范检查；Bug分析。,1
平台底座与编排,上下文管理,记忆保持,上下文记忆,context-memory,保持跨步骤背景一致,辅助查看,P2,否,多skill编排,在平台底座与编排-上下文管理环节，围绕“保持跨步骤背景一致”提供以汇总、归类、展示为主。,止于路由、编排、门禁与治理能力，不承担业务域内容本身。,负责支撑记忆、审计或模板复用，不直接完成业务任务。,以上游技能输出为前置输入：多skill编排。,无明确下游依赖；更适合作为独立分析节点或被人工消费。,主要与这些技能形成边界：多skill编排。,0
